index,weekid,week position,song,performer,weeks on chart,genre,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity,year,decade
131373,1958-08-02,25,What Am I Living For,Chuck Willis,1,"['doo-wop', 'jazz blues', 'rhythm and blues', 'rock-and-roll']",146800.0,False,0.667,0.391,10.0,-8.711999999999998,1.0,0.0258,0.7279999999999999,0.0,0.0809,0.682,101.3,3.0,24.0,1958,1950
83112,1958-08-02,27,Think It Over,The Crickets,1,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",106960.0,False,0.6159999999999999,0.568,9.0,-13.018,1.0,0.044,0.753,0.0,0.0763,0.822,130.862,4.0,27.0,1958,1950
2493,1958-08-02,28,Secretly,Jimmie Rodgers,1,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",157866.0,False,0.7039999999999998,0.467,10.0,-10.421,0.0,0.0328,0.8519999999999999,2e-06,0.109,0.3439999999999999,76.625,4.0,28.0,1958,1950
7702,1958-08-02,29,Enchanted Island,The Four Lads,1,"['adult standards', 'deep adult standards', 'vocal harmony group']",181653.0,False,0.3459999999999999,0.552,2.0,-8.499,1.0,0.0344,0.681,0.0,0.334,0.371,84.64799999999998,4.0,3.0,1958,1950
2532,1958-08-02,30,Angel Baby,Dean Martin,1,"['adult standards', 'easy listening', 'lounge']",164906.0,False,0.622,0.257,6.0,-11.28,1.0,0.0368,0.929,0.0,0.0969,0.4729999999999999,111.221,4.0,24.0,1958,1950
2566,1958-08-02,32,Blue Blue Day,Don Gibson,1,"['nashville sound', 'rock-and-roll', 'rockabilly']",113240.0,False,0.7289999999999999,0.4859999999999999,4.0,-10.84,1.0,0.0299,0.794,0.0,0.192,0.978,100.161,4.0,38.0,1958,1950
17631,1958-08-02,33,The Freeze,Tony And Joe,1,[],136720.0,False,0.5949999999999999,0.79,7.0,-10.604,1.0,0.117,0.677,0.00535,0.1029999999999999,0.914,149.457,4.0,2.0,1958,1950
294851,1958-08-02,42,You Cheated,The Slades,1,[],151466.0,False,0.511,0.1479999999999999,11.0,-11.921,1.0,0.0286,0.973,0.0,0.0884999999999999,0.41,65.8,4.0,42.0,1958,1950
5903,1958-08-02,43,Come What May,Clyde McPhatter,1,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",101946.0,False,0.689,0.749,0.0,-8.983,0.0,0.166,0.8439999999999999,0.0,0.097,0.959,93.71,4.0,7.0,1958,1950
7980,1958-08-02,44,Jennie Lee,Jan & Arnie,1,['christmas instrumental'],120826.0,False,0.644,0.467,9.0,-15.255,1.0,0.0392,0.59,0.0032,0.108,0.966,116.639,4.0,10.0,1958,1950
8057,1958-08-02,47,I Wonder Why,Dion & The Belmonts,1,"['canadian pop', 'dance pop']",141386.0,False,0.506,0.699,10.0,-3.834,1.0,0.0348,0.569,0.0,0.158,0.901,103.463,4.0,54.0,1958,1950
6055,1958-08-02,48,Return To Me,Dean Martin,1,"['adult standards', 'easy listening', 'lounge']",144800.0,False,0.267,0.2049999999999999,2.0,-13.75,1.0,0.0348,0.966,0.00203,0.113,0.1779999999999999,88.584,4.0,52.0,1958,1950
6084,1958-08-02,49,All I Have To Do Is Dream,The Everly Brothers,1,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",143333.0,False,0.534,0.462,4.0,-8.172,1.0,0.0266,0.8389999999999999,0.0,0.129,0.534,96.195,4.0,66.0,1958,1950
22342,1958-08-09,1,Poor Little Fool,Ricky Nelson,2,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",153933.0,False,0.4739999999999999,0.338,0.0,-11.528,1.0,0.0299,0.648,0.0,0.13,0.81,154.596,4.0,56.0,1958,1950
195670,1958-08-09,9,Willie And The Hand Jive,The Johnny Otis Show,2,,164273.0,False,0.897,0.3669999999999999,4.0,-15.751,1.0,0.0577,0.0453,0.327,0.1429999999999999,0.957,100.755,4.0,0.0,1958,1950
104873,1958-08-09,12,If Dreams Came True,Pat Boone,2,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",162306.0,False,0.31,0.122,3.0,-16.23,1.0,0.0344,0.878,0.000182,0.122,0.342,83.152,4.0,21.0,1958,1950
105093,1958-08-09,24,Early In The Morning,The Rinky-Dinks,2,[],134920.0,False,0.6089999999999999,0.6089999999999999,5.0,-13.835,1.0,0.0297,0.7189999999999999,0.0,0.1479999999999999,0.959,108.965,4.0,20.0,1958,1950
33723,1958-08-09,45,Blue Boy,Jim Reeves,2,"['adult standards', 'nashville sound', 'rock-and-roll']",129333.0,False,0.6129999999999999,0.372,0.0,-13.051,1.0,0.0299,0.785,0.00154,0.115,0.697,98.549,4.0,24.0,1958,1950
166973,1958-08-16,3,My True Love,Jack Scott,3,"['brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']",165026.0,False,0.548,0.253,4.0,-11.387,1.0,0.0279,0.871,9.9e-05,0.138,0.2379999999999999,68.184,3.0,26.0,1958,1950
167163,1958-08-16,14,Everybody Loves A Lover,Doris Day,3,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",160466.0,False,0.8339999999999999,0.2839999999999999,3.0,-13.497,1.0,0.1019999999999999,0.657,2e-06,0.0676,0.684,92.224,4.0,33.0,1958,1950
141570,1958-08-23,1,Little Star,The Elegants,4,"['doo-wop', 'rhythm and blues']",162773.0,False,0.4079999999999999,0.397,9.0,-12.536,1.0,0.03,0.873,0.0,0.28,0.697,72.61499999999998,4.0,40.0,1958,1950
141740,1958-08-23,8,Fever,Peggy Lee,4,"['adult standards', 'brill building pop', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",202506.0,False,0.794,0.0715,7.0,-21.305,1.0,0.131,0.388,0.0,0.111,0.333,68.331,4.0,59.0,1958,1950
143150,1958-08-23,32,Early In The Morning,Buddy Holly,4,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",125920.0,False,0.7089999999999999,0.698,0.0,-9.249,1.0,0.105,0.385,0.0,0.0555,0.963,110.721,4.0,30.0,1958,1950
135138,1958-08-23,37,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,4,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",149200.0,False,0.4269999999999999,0.6169999999999999,2.0,-13.57,1.0,0.0475,0.217,0.0,0.151,0.926,165.836,4.0,10.0,1958,1950
135585,1958-08-23,41,Over And Over,Bobby Day,4,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",143320.0,False,0.638,0.55,0.0,-13.077,1.0,0.115,0.697,0.0,0.0938,0.559,80.233,4.0,29.0,1958,1950
249635,1958-08-30,4,Just A Dream,Jimmy Clanton And His Rockets,5,[],152973.0,False,0.61,0.326,7.0,-12.266,1.0,0.0505,0.687,0.182,0.135,0.4149999999999999,125.822,3.0,0.0,1958,1950
113571,1958-08-30,10,Are You Really Mine,Jimmie Rodgers,5,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",148533.0,False,0.7,0.195,1.0,-16.657,1.0,0.0322,0.749,0.0,0.0472,0.5799999999999998,101.858,4.0,32.0,1958,1950
44282,1958-08-30,45,The Wizard,Jimmie Rodgers,4,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",142933.0,False,0.699,0.5959999999999999,3.0,-10.72,0.0,0.0335,0.624,0.0,0.3519999999999999,0.906,118.888,4.0,8.0,1958,1950
180046,1958-09-06,9,Ginger Bread,Frankie Avalon,6,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",123653.0,False,0.546,0.623,8.0,-12.136,1.0,0.0352,0.461,4.3e-05,0.195,0.976,147.226,4.0,16.0,1958,1950
146298,1958-09-06,15,Volare (Nel Blu Dipinto Di Blu),Dean Martin,6,"['adult standards', 'easy listening', 'lounge']",142000.0,False,0.4089999999999999,0.406,7.0,-10.826,1.0,0.0663,0.823,0.0,0.496,0.551,147.585,3.0,32.0,1958,1950
164518,1958-09-06,41,Come Closer To Me (Acercate Mas),Nat King Cole,6,['adult standards'],168826.0,False,0.548,0.256,3.0,-14.527,1.0,0.0374,0.823,1.4e-05,0.101,0.548,100.806,4.0,33.0,1958,1950
121806,1958-09-13,7,Born Too Late,Poni-Tails,7,"['brill building pop', 'classic girl group', 'deep adult standards', 'doo-wop', 'vocal harmony group']",137325.0,False,0.501,0.516,4.0,-3.652,1.0,0.0256,0.511,0.0505,0.0859999999999999,0.87,84.98399999999998,4.0,27.0,1958,1950
130714,1958-09-13,8,Western Movies,The Olympics,7,"['doo-wop', 'rhythm and blues']",140504.0,False,0.668,0.457,7.0,-7.138,1.0,0.0637,0.4929999999999999,0.0147,0.117,0.691,120.494,4.0,24.0,1958,1950
250592,1958-09-13,20,Down The Aisle Of Love,The Quin-Tones,5,['classic girl group'],169882.0,False,0.395,0.2869999999999999,6.0,-13.724,1.0,0.0273,0.764,0.00979,0.567,0.4269999999999999,95.21,3.0,13.0,1958,1950
115526,1958-09-13,34,Dance Everyone Dance,Betty Madigan,5,[],144493.0,False,0.752,0.6129999999999999,5.0,-9.223,1.0,0.039,0.2079999999999999,0.0,0.4089999999999999,0.922,130.679,4.0,7.0,1958,1950
161596,1958-09-20,2,Bird Dog,The Everly Brothers,8,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",136426.0,False,0.658,0.7059999999999998,11.0,-9.076,1.0,0.0354,0.686,2e-06,0.166,0.965,141.194,4.0,39.0,1958,1950
155062,1958-09-20,10,Devoted To You,The Everly Brothers,7,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",141040.0,False,0.5869999999999999,0.34,3.0,-9.387,1.0,0.0256,0.8339999999999999,0.0,0.0955,0.526,90.523,4.0,48.0,1958,1950
181065,1958-09-20,21,Lazy Summer Night,The Four Preps,6,"['deep adult standards', 'vocal harmony group']",135026.0,False,0.374,0.201,7.0,-16.257,1.0,0.0309,0.133,0.0,0.13,0.36,65.643,4.0,10.0,1958,1950
80291,1958-09-20,26,"Summertime, Summertime",The Jamies,6,[],118413.0,False,0.656,0.563,5.0,-6.844,1.0,0.0652,0.625,0.0,0.0521,0.966,204.346,4.0,18.0,1958,1950
18283,1958-09-20,44,The Green Mosquito,The Tune Rockers,5,[],142080.0,False,0.639,0.8469999999999999,4.0,-12.559,1.0,0.0356,0.885,0.947,0.939,0.907,130.273,4.0,0.0,1958,1950
136665,1958-09-20,50,Blue Ribbon Baby,Tommy Sands And The Raiders,4,[],106466.0,False,0.672,0.511,8.0,-10.022,1.0,0.041,0.77,0.0,0.265,0.968,94.88,4.0,2.0,1958,1950
56741,1958-09-27,8,Summertime Blues,Eddie Cochran,9,"['adult standards', 'brill building pop', 'rock-and-roll', 'rockabilly']",119360.0,False,0.7149999999999999,0.882,11.0,-8.61,0.0,0.0593,0.123,0.107,0.1749999999999999,0.957,156.571,4.0,62.0,1958,1950
57603,1958-09-27,17,Stupid Cupid,Connie Francis,9,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",133746.0,False,0.6089999999999999,0.794,3.0,-4.739,1.0,0.0389,0.7339999999999999,6.2e-05,0.0479,0.968,136.036,4.0,50.0,1958,1950
79521,1958-09-27,18,Carol,Chuck Berry,6,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",168600.0,False,0.637,0.8519999999999999,0.0,-10.752,1.0,0.036,0.8689999999999999,0.000836,0.3509999999999999,0.789,157.291,4.0,43.0,1958,1950
212685,1958-10-04,11,How The Time Flies,Jerry Wallace,8,[],148373.0,False,0.496,0.273,9.0,-13.036,1.0,0.0277,0.5799999999999998,0.00146,0.0736,0.566,87.025,4.0,15.0,1958,1950
237140,1958-10-04,25,Itchy Twitchy Feeling,Bobby Hendricks,10,[],149533.0,False,0.5859999999999999,0.5969999999999999,2.0,-9.372000000000002,1.0,0.0628,0.815,0.0,0.0965,0.968,148.918,4.0,10.0,1958,1950
87253,1958-10-04,26,Treasure Of Your Love,Eileen Rodgers,7,['deep adult standards'],171076.0,False,0.4939999999999999,0.4789999999999999,11.0,-8.258,0.0,0.0309,0.5829999999999999,0.000139,0.28,0.535,97.826,4.0,10.0,1958,1950
205963,1958-10-04,42,I Wish,The Platters,4,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']",162933.0,False,0.567,0.2119999999999999,5.0,-12.459,0.0,0.0344,0.873,0.0,0.112,0.5959999999999999,77.444,4.0,20.0,1958,1950
98670,1958-10-11,2,Rock-in Robin,Bobby Day,11,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",160080.0,False,0.541,0.6079999999999999,7.0,-13.083,1.0,0.106,0.2979999999999999,0.0,0.234,0.938,171.992,4.0,63.0,1958,1950
16043,1958-10-11,4,Tears On My Pillow,Little Anthony And The Imperials,10,"['brill building pop', 'classic soul', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll']",140533.0,False,0.432,0.202,0.0,-14.518,1.0,0.0283,0.908,0.0,0.1809999999999999,0.641,100.082,3.0,55.0,1958,1950
93487,1958-10-11,5,Susie Darlin',Robin Luke,10,[],153920.0,False,0.83,0.325,9.0,-13.681,1.0,0.0373,0.514,0.00165,0.1719999999999999,0.816,123.094,4.0,11.0,1958,1950
16425,1958-10-11,7,The End,Earl Grant,5,['space age pop'],140800.0,False,0.454,0.264,0.0,-11.891,1.0,0.032,0.62,3.1e-05,0.1759999999999999,0.315,89.66899999999998,3.0,28.0,1958,1950
227744,1958-10-11,10,Near You,Roger Williams,9,"['adult standards', 'ballroom', 'easy listening', 'lounge']",167146.0,False,0.768,0.158,7.0,-14.752,1.0,0.0391,0.678,0.69,0.0833,0.545,122.817,4.0,23.0,1958,1950
180982,1958-10-11,20,Firefly,Tony Bennett,6,"['adult standards', 'easy listening', 'vocal jazz']",117640.0,False,0.56,0.565,1.0,-6.193,1.0,0.1029999999999999,0.5849999999999999,0.0,0.0807999999999999,0.676,92.173,4.0,42.0,1958,1950
213955,1958-10-11,24,No One Knows,Dion & The Belmonts,8,"['canadian pop', 'dance pop']",155240.0,False,0.2899999999999999,0.169,2.0,-16.456,1.0,0.038,0.8379999999999999,0.00931,0.108,0.1749999999999999,58.727,4.0,26.0,1958,1950
195750,1958-10-11,33,Win Your Love For Me,Sam Cooke,11,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",167773.0,False,0.688,0.668,7.0,-8.955,1.0,0.0317,0.766,1e-06,0.137,0.893,134.042,4.0,33.0,1958,1950
232843,1958-10-18,1,It's All In The Game,Tommy Edwards,10,"['deep adult standards', 'doo-wop']",159040.0,False,0.384,0.276,3.0,-13.527,1.0,0.0295,0.038,0.0,0.309,0.654,105.181,3.0,49.0,1958,1950
294843,1958-10-18,15,You Cheated,The Shields,9,[],146733.0,False,0.508,0.1729999999999999,11.0,-10.289,1.0,0.0294,0.974,0.0,0.0987,0.435,66.471,4.0,10.0,1958,1950
25368,1958-10-18,32,The Hula Hoop Song,Georgia Gibbs,3,['deep adult standards'],135367.0,False,0.651,0.53,2.0,-10.461,1.0,0.0581,0.778,0.0,0.677,0.8489999999999999,81.25499999999998,4.0,2.0,1958,1950
25373,1958-10-18,38,The Hula Hoop Song,Teresa Brewer,3,"['adult standards', 'deep adult standards']",171533.0,False,0.7009999999999998,0.3509999999999999,5.0,-10.27,1.0,0.0426,0.97,0.000118,0.2909999999999999,0.803,146.126,4.0,7.0,1958,1950
15476,1958-10-25,22,Ten Commandments Of Love,Harvey & The Moonglows,7,"['alternative rock', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'garage rock', 'indie rock', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']",246106.0,False,0.405,0.059,3.0,-17.288,1.0,0.0347,0.764,0.0,0.107,0.2109999999999999,89.20399999999998,3.0,10.0,1958,1950
84620,1958-10-25,24,This Little Girl's Gone Rockin',Ruth Brown,6,"['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",108293.0,False,0.653,0.747,0.0,-6.932,1.0,0.0877,0.531,0.0,0.101,0.887,95.995,4.0,25.0,1958,1950
158100,1958-10-25,41,Baby Face,Little Richard,7,"['brill building pop', 'rock-and-roll', 'rockabilly', 'soul']",129320.0,False,0.73,0.4729999999999999,6.0,-5.599,1.0,0.0309,0.7079999999999999,0.0,0.1449999999999999,0.824,110.381,4.0,11.0,1958,1950
252991,1958-10-25,44,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,5,[],138157.0,False,0.4109999999999999,0.511,3.0,-10.578,1.0,0.0286,0.75,0.00026,0.3439999999999999,0.887,138.954,4.0,0.0,1958,1950
253331,1958-10-25,46,Give Myself A Party,Don Gibson,5,"['nashville sound', 'rock-and-roll', 'rockabilly']",160173.0,False,0.627,0.499,7.0,-8.413999999999998,1.0,0.0304,0.544,0.0,0.4109999999999999,0.931,111.869,4.0,15.0,1958,1950
124226,1958-11-01,3,Topsy II,Cozy Cole,11,[],216266.0,False,0.459,0.772,7.0,-10.642,1.0,0.0303,0.7359999999999999,0.131,0.277,0.573,93.24,4.0,1.0,1958,1950
195236,1958-11-01,6,Chantilly Lace,Big Bopper,14,"['rhythm and blues', 'rock-and-roll', 'rockabilly']",145266.0,False,0.4889999999999999,0.806,3.0,-6.054,1.0,0.0858,0.8409999999999999,3e-05,0.0687,0.944,172.269,4.0,55.0,1958,1950
213221,1958-11-01,16,Mexican Hat Rock,The Applejacks,8,"['british invasion', 'merseybeat']",125920.0,False,0.521,0.7049999999999998,7.0,-6.236,1.0,0.106,0.6009999999999999,0.0645,0.3539999999999999,0.96,123.884,4.0,5.0,1958,1950
40889,1958-11-01,33,The Blob,The Five Blobs,5,[],160733.0,False,0.6039999999999999,0.658,10.0,-7.323,1.0,0.0648,0.3049999999999999,0.2,0.0849,0.91,78.257,4.0,31.0,1958,1950
226795,1958-11-08,1,It's Only Make Believe,Conway Twitty,9,"['arkansas country', 'country', 'country rock']",132026.0,False,0.461,0.466,11.0,-9.627,1.0,0.0598,0.86,2.8e-05,0.135,0.251,128.537,4.0,50.0,1958,1950
156060,1958-11-08,21,Call Me,Johnny Mathis,7,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold', 'vocal jazz']",167026.0,False,0.2919999999999999,0.4939999999999999,5.0,-9.896,1.0,0.0323,0.754,0.0,0.0969,0.397,86.85899999999998,1.0,8.0,1958,1950
196875,1958-11-08,28,With Your Love,Jack Scott,7,"['brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']",123506.0,False,0.372,0.258,9.0,-12.183,1.0,0.0278,0.933,0.000243,0.138,0.281,143.285,3.0,9.0,1958,1950
81553,1958-11-08,38,All Over Again,Johnny Cash,6,"['arkansas country', 'outlaw country']",132400.0,False,0.7339999999999999,0.6029999999999999,3.0,-10.394,1.0,0.0503,0.568,5e-06,0.106,0.787,108.594,4.0,35.0,1958,1950
70737,1958-11-15,1,Tom Dooley,The Kingston Trio,8,"['american folk revival', 'bubblegum pop', 'folk', 'folk rock', 'traditional folk']",183973.0,False,0.648,0.1439999999999999,4.0,-13.842,1.0,0.0441,0.8269999999999998,7e-06,0.109,0.497,125.974,4.0,43.0,1958,1950
154971,1958-11-15,9,Queen Of The Hop,Bobby Darin,7,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",131666.0,False,0.786,0.641,5.0,-16.072,1.0,0.0722,0.7029999999999998,3e-06,0.152,0.948,139.472,4.0,30.0,1958,1950
180129,1958-11-15,10,I Got A Feeling,Ricky Nelson,6,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",125440.0,False,0.661,0.682,9.0,-8.339,1.0,0.0311,0.399,5e-06,0.0821999999999999,0.967,86.37099999999998,4.0,22.0,1958,1950
81737,1958-11-15,19,There Goes My Heart,Joni James,10,"['adult standards', 'deep adult standards', 'easy listening']",153880.0,False,0.339,0.4269999999999999,6.0,-8.569,1.0,0.0302,0.767,1.2e-05,0.1789999999999999,0.385,94.546,4.0,5.0,1958,1950
182099,1958-11-15,30,Fallin',Connie Francis,6,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",133533.0,False,0.5939999999999999,0.678,4.0,-7.621,0.0,0.0355,0.5829999999999999,0.0,0.535,0.876,139.199,4.0,36.0,1958,1950
141743,1958-11-22,8,I Got Stung,Elvis Presley,4,"['adult standards', 'rock-and-roll', 'rockabilly']",109413.0,False,0.7309999999999999,0.8319999999999999,10.0,-10.336,0.0,0.054,0.901,0.53,0.219,0.974,96.557,4.0,37.0,1958,1950
42244,1958-11-22,21,The Day The Rains Came,Jane Morgan,10,['deep adult standards'],180013.0,False,0.457,0.331,10.0,-12.372,1.0,0.0306,0.7219999999999999,0.0,0.274,0.536,108.616,4.0,5.0,1958,1950
80167,1958-11-22,25,A Letter To An Angel,Jimmy Clanton,6,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']",174614.0,False,0.0,0.2869999999999999,3.0,-11.038,1.0,0.0,0.876,5e-06,0.112,0.0,0.0,0.0,7.0,1958,1950
126394,1958-11-22,29,Walking Along,The Diamonds,5,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",141400.0,False,0.548,0.8339999999999999,2.0,-7.264,0.0,0.124,0.763,0.0,0.0741,0.767,126.009,4.0,12.0,1958,1950
96452,1958-11-22,42,"Come On, Let's Go",Ritchie Valens,10,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",124586.0,False,0.6159999999999999,0.7239999999999999,9.0,-8.101,1.0,0.042,0.788,3e-06,0.128,0.809,81.402,3.0,55.0,1958,1950
88861,1958-11-22,43,Tunnel Of Love,Doris Day,5,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",131840.0,False,0.68,0.2429999999999999,5.0,-14.251,1.0,0.0632,0.6169999999999999,0.0,0.231,0.874,72.79699999999998,4.0,19.0,1958,1950
70192,1958-11-29,1,"To Know Him, Is To Love Him",The Teddy Bears,11,[],146066.0,False,0.2879999999999999,0.33,2.0,-10.211,1.0,0.0294,0.892,3e-06,0.123,0.39,174.252,3.0,30.0,1958,1950
113242,1958-11-29,4,Beep Beep,The Playmates,5,['novelty'],150213.0,False,0.519,0.502,4.0,-6.289,0.0,0.274,0.7189999999999999,0.0,0.226,0.759,76.545,4.0,32.0,1958,1950
280415,1958-11-29,15,I'll Wait For You,Frankie Avalon,7,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",176066.0,False,0.3019999999999999,0.219,2.0,-11.645,1.0,0.0317,0.881,0.0,0.1809999999999999,0.385,118.132,4.0,18.0,1958,1950
155720,1958-11-29,17,Poor Boy,The Royaltones,7,['instrumental surf'],134066.0,False,0.466,0.892,4.0,-5.208,0.0,0.0583,0.926,0.552,0.2,0.77,76.60599999999998,4.0,9.0,1958,1950
44499,1958-11-29,21,The World Outside,The Four Coins,4,"['deep adult standards', 'vocal harmony group']",173520.0,False,0.262,0.403,0.0,-11.578,1.0,0.0293,0.788,0.00474,0.0649,0.315,85.171,4.0,6.0,1958,1950
182398,1958-11-29,34,I'll Remember Tonight,Pat Boone,6,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",131731.0,False,0.251,0.28,5.0,-17.191,1.0,0.0377,0.987,0.96,0.262,0.637,135.73,1.0,8.0,1958,1950
116004,1958-11-29,38,A Part Of Me,Jimmy Clanton,5,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']",171223.0,False,0.5,0.195,7.0,-7.529,1.0,0.0327,0.442,0.0,0.1029999999999999,0.69,111.252,3.0,1.0,1958,1950
183217,1958-11-29,41,Mr. Success,Frank Sinatra,6,"['adult standards', 'easy listening', 'lounge']",162760.0,False,0.571,0.316,10.0,-12.901,0.0,0.0498,0.216,0.0,0.2359999999999999,0.752,125.326,4.0,29.0,1958,1950
